Scheme_Code,ISIN_Div_Payout_ISIN_Growth,ISIN_Div_Reinvestment,Scheme_Name,Net_Asset_Value,Date,Scheme_Type,Scheme_Category,Mutual_Fund_Family
119626,INF903J01PB3,INF903J01PE7,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Direct Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW),11.5474,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,Sundaram Mutual Fund
118326,INF903J01LY4,-,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Regular Plan - Bonus,20.2623,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,Sundaram Mutual Fund
100784,INF903J01IN3,-,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Regular Plan - Growth,40.1813,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,Sundaram Mutual Fund
100793,INF903J01IO1,INF903J01IR4,Sundaram Banking & PSU Fund (Formerly Known as Sundaram Banking and PSU Debt Fund) Regular Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW),11.5999,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,Sundaram Mutual Fund
148656,INF0GCD01107,-,TRUSTMF BANKING & PSU FUND - DIRECT GROWTH,1209.8833,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,Trust Mutual Fund
148655,INF0GCD01016,-,TRUSTMF BANKING & PSU FUND - REGULAR GROWTH,1188.4397,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,Trust Mutual Fund
148672,INF0GCD01180,INF0GCD01172,TRUSTMF BANKING & PSU FUND DIRECT PLAN ANNUAL INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL OPTION,1095.6703,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,Trust Mutual Fund
148678,-,INF0GCD01115,TRUSTMF BANKING & PSU FUND DIRECT PLAN DAILY INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL,1213.7577,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,Trust Mutual Fund
148681,INF0GCD01149,INF0GCD01131,TRUSTMF BANKING & PSU FUND DIRECT PLAN MONTHLY INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL OPTION,1087.2114,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,Trust Mutual Fund
148670,INF0GCD01164,INF0GCD01156,TRUSTMF BANKING & PSU FUND DIRECT PLAN QUARTERLY INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL,1110.3955,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,Trust Mutual Fund
148675,-,INF0GCD01123,TRUSTMF BANKING & PSU FUND DIRECT PLAN WEEKLY INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL,1073.3064,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,Trust Mutual Fund
148669,INF0GCD01099,INF0GCD01081,TRUSTMF BANKING & PSU FUND REGULAR PLAN ANNUAL INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL,1075.0599,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,Trust Mutual Fund
148667,-,INF0GCD01024,TRUSTMF BANKING & PSU FUND REGULAR PLAN DAILY INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL,1165.4671,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,Trust Mutual Fund
148674,INF0GCD01057,INF0GCD01040,TRUSTMF BANKING & PSU FUND REGULAR PLAN MONTHLY INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL,1072.7848,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,Trust Mutual Fund
148668,INF0GCD01073,INF0GCD01065,TRUSTMF BANKING & PSU FUND REGULAR PLAN QUARTERLY INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL,1091.1809,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,Trust Mutual Fund
148679,-,INF0GCD01032,TRUSTMF BANKING & PSU FUND REGULAR PLAN WEEKLY INCOME DISTRIBUTION CUM CAPITAL WITHDRAWAL,1061.2164,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,Trust Mutual Fund
140135,INF789FA1V03,INF789FA1V11,UTI Banking & PSU Fund - Direct Plan - Annual IDCW,12.7794,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,UTI Mutual Fund
133972,INF789FA1V29,INF789FA1V37,UTI Banking & PSU Fund - Direct Plan - Flexi IDCW,17.934,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,UTI Mutual Fund
126940,INF789F015Z6,-,UTI Banking & PSU Fund - Direct Plan - Growth Option,20.8117,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,UTI Mutual Fund
141375,INF789FA1U87,INF789FA1U95,UTI Banking & PSU Fund - Direct Plan - Half-Yearly IDCW,13.8101,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,UTI Mutual Fund
134026,INF789FC1HE1,INF789FC1HF8,UTI Banking & PSU Fund - Direct Plan - Monthly IDCW,13.0454,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,UTI Mutual Fund
126942,INF789F016Z4,INF789F017Z2,UTI Banking & PSU Fund - Direct Plan - Quarterly IDCW,15.4899,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,UTI Mutual Fund
140116,INF789FA1U46,INF789FA1U53,UTI Banking & PSU Fund - Regular Plan - Annual IDCW,12.5735,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,UTI Mutual Fund
133971,INF789FA1U61,INF789FA1U79,UTI Banking & PSU Fund - Regular Plan - Flexi IDCW,13.7439,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,UTI Mutual Fund
139407,INF789FA1U20,INF789FA1U38,UTI Banking & PSU Fund - Regular Plan - Half-Yearly IDCW,13.6865,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,UTI Mutual Fund
136110,INF789FC1HC5,INF789FC1HD3,UTI Banking & PSU Fund - Regular Plan - Monthly IDCW,12.8583,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,UTI Mutual Fund
126941,INF789F012Z3,INF789F013Z1,UTI Banking & PSU Fund - Regular Plan - Quarterly IDCW,14.0647,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,UTI Mutual Fund
126939,INF789F014Z9,-,UTI Banking & PSU Fund- Regular Plan - Growth Option,20.4949,30-Aug-2024,Open Ended Schemes,Debt Scheme - Banking and PSU Fund,UTI Mutual Fund
119533,INF209K01S38,-,Aditya Birla Sun Life Corporate Bond Fund - Growth - Direct Plan,106.9304,30-Aug-2024,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,Aditya Birla Sun Life Mutual Fund
103178,INF209K01785,-,Aditya Birla Sun Life Corporate Bond Fund - Growth - Regular Plan,105.3035,30-Aug-2024,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,Aditya Birla Sun Life Mutual Fund
124832,INF209KA1KT0,-,Aditya Birla Sun Life Corporate Bond Fund -DIRECT - IDCW,10.5359,30-Aug-2024,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,Aditya Birla Sun Life Mutual Fund
119532,INF209K01N90,INF209KA1KU8,Aditya Birla Sun Life Corporate Bond Fund -DIRECT - MONTHLY IDCW,12.6252,30-Aug-2024,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,Aditya Birla Sun Life Mutual Fund
124833,INF209KA1KS2,-,Aditya Birla Sun Life Corporate Bond Fund -REGULAR - IDCW,11.8533,30-Aug-2024,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,Aditya Birla Sun Life Mutual Fund
103183,INF209K01983,INF209K01DL8,Aditya Birla Sun Life Corporate Bond Fund -REGULAR - MONTHLY IDCW,12.4498,30-Aug-2024,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,Aditya Birla Sun Life Mutual Fund
141586,INF846K01ZN6,-,Axis Corporate Debt Fund - Direct Plan - Daily IDCW,10.2368,31-Aug-2024,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,Axis Mutual Fund
141590,INF846K01ZQ9,INF846K01ZR7,Axis Corporate Debt Fund - Direct Plan - Monthly IDCW,10.2006,31-Aug-2024,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,Axis Mutual Fund
141591,INF846K01ZS5,INF846K01ZT3,Axis Corporate Debt Fund - Direct Plan - Regular IDCW,13.0703,31-Aug-2024,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,Axis Mutual Fund
141587,INF846K01ZO4,INF846K01ZP1,Axis Corporate Debt Fund - Direct Plan - Weekly IDCW,10.3746,31-Aug-2024,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,Axis Mutual Fund
141588,INF846K01ZM8,-,Axis Corporate Debt Fund - Direct Plan Growth,16.7535,31-Aug-2024,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,Axis Mutual Fund
141589,INF846K01ZV9,-,Axis Corporate Debt Fund - Regular Plan - Daily IDCW,10.2365,31-Aug-2024,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,Axis Mutual Fund
141594,INF846K01ZY3,INF846K01ZZ0,Axis Corporate Debt Fund - Regular Plan - Monthly IDCW,10.1969,31-Aug-2024,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,Axis Mutual Fund
141595,INF846K01A03,INF846K01A11,Axis Corporate Debt Fund - Regular Plan - Regular IDCW,12.2866,31-Aug-2024,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,Axis Mutual Fund
141592,INF846K01ZW7,INF846K01ZX5,Axis Corporate Debt Fund - Regular Plan - Weekly IDCW,10.2556,31-Aug-2024,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,Axis Mutual Fund
141593,INF846K01ZU1,-,Axis Corporate Debt Fund - Regular Plan Growth,15.9078,31-Aug-2024,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,Axis Mutual Fund
139201,INF194KA1T34,INF194KA1T42,BANDHAN Corporate Bond Fund - Direct Annual IDCW,10.5263,31-Aug-2024,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,Bandhan Mutual Fund
135916,INF194KA1M23,-,BANDHAN Corporate Bond Fund - Direct Growth,18.4294,31-Aug-2024,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,Bandhan Mutual Fund
139200,INF194KA1T00,INF194KA1T18,BANDHAN Corporate Bond Fund - Direct Half Yearly IDCW,11.7856,31-Aug-2024,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,Bandhan Mutual Fund
139198,INF194KA1S43,INF194KA1S50,BANDHAN Corporate Bond Fund - Direct Monthly IDCW,10.3388,31-Aug-2024,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,Bandhan Mutual Fund
135917,INF194KA1M31,INF194KA1M49,BANDHAN Corporate Bond Fund - Direct Periodic IDCW,12.2267,31-Aug-2024,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,Bandhan Mutual Fund
139199,INF194KA1S76,INF194KA1S84,BANDHAN Corporate Bond Fund - Direct Quarterly IDCW,10.6145,31-Aug-2024,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,Bandhan Mutual Fund
139204,INF194KA1S19,INF194KA1S27,BANDHAN Corporate Bond Fund - Regular Annual IDCW,10.507,31-Aug-2024,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,Bandhan Mutual Fund
135914,INF194KA1L81,-,BANDHAN Corporate Bond Fund - Regular Growth,17.9452,31-Aug-2024,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,Bandhan Mutual Fund
139203,INF194KA1R85,INF194KA1R93,BANDHAN Corporate Bond Fund - Regular Half Yearly IDCW,11.1538,31-Aug-2024,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,Bandhan Mutual Fund
139202,INF194KA1R28,INF194KA1R36,BANDHAN Corporate Bond Fund - Regular Monthly IDCW,10.5921,31-Aug-2024,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,Bandhan Mutual Fund
135915,INF194KA1L99,INF194KA1M07,BANDHAN Corporate Bond Fund - Regular Periodic IDCW,12.0974,31-Aug-2024,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,Bandhan Mutual Fund
139205,INF194KA1R51,INF194KA1R69,BANDHAN Corporate Bond Fund - Regular Quarterly IDCW,10.6511,31-Aug-2024,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,Bandhan Mutual Fund
150230,INF251K01EN4,INF251K01EO2,BARODA BNP PARIBAS Corporate Bond Fund - Defunct Plan - Annual-IDCW Option,10.6315,30-Aug-2024,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,Baroda BNP Paribas Mutual Fund
150229,INF251K01EI4,-,BARODA BNP PARIBAS Corporate Bond Fund - Defunct Plan - Growth Option,29.5347,30-Aug-2024,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,Baroda BNP Paribas Mutual Fund
150231,INF251K01EJ2,INF251K01EK0,BARODA BNP PARIBAS Corporate Bond Fund - Defunct Plan - Monthly-IDCW Option,10.2398,30-Aug-2024,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,Baroda BNP Paribas Mutual Fund
150228,INF251K01EL8,INF251K01EM6,BARODA BNP PARIBAS Corporate Bond Fund - Defunct Plan - Quarterly-IDCW Option,10.3573,30-Aug-2024,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,Baroda BNP Paribas Mutual Fund
150236,INF251K01GU4,INF251K01GV2,BARODA BNP PARIBAS Corporate Bond Fund - Direct Plan - Annual IDCW Option,10.8449,30-Aug-2024,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,Baroda BNP Paribas Mutual Fund
150237,INF251K01GP4,-,BARODA BNP PARIBAS Corporate Bond Fund - Direct Plan - Growth Option,27.0558,30-Aug-2024,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,Baroda BNP Paribas Mutual Fund
150238,INF251K01GQ2,INF251K01GR0,BARODA BNP PARIBAS Corporate Bond Fund - Direct Plan - Monthly IDCW Option,10.3817,30-Aug-2024,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,Baroda BNP Paribas Mutual Fund
150239,INF251K01GS8,INF251K01GT6,BARODA BNP PARIBAS Corporate Bond Fund - Direct Plan - Quarterly IDCW Option,10.565,30-Aug-2024,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,Baroda BNP Paribas Mutual Fund
150233,INF251K01EU9,INF251K01EV7,BARODA BNP PARIBAS CORPORATE BOND FUND - Regular Plan - ANNUAL IDCW OPTION,10.5626,30-Aug-2024,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,Baroda BNP Paribas Mutual Fund
150235,INF251K01EP9,-,BARODA BNP PARIBAS CORPORATE BOND FUND - Regular Plan - GROWTH OPTION,25.5195,30-Aug-2024,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,Baroda BNP Paribas Mutual Fund
150234,INF251K01EQ7,INF251K01ER5,BARODA BNP PARIBAS CORPORATE BOND FUND - Regular Plan - MONTHLY IDCW OPTION,10.276,30-Aug-2024,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,Baroda BNP Paribas Mutual Fund
150232,INF251K01ES3,INF251K01ET1,BARODA BNP PARIBAS CORPORATE BOND FUND - Regular Plan - QUARTERLY IDCW OPTION,10.3738,30-Aug-2024,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,Baroda BNP Paribas Mutual Fund
126685,INF760K01HB2,-,CANARA ROBECO CORPORATE BOND FUND - DIRECT PLAN - GROWTH OPTION,21.7903,30-Aug-2024,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,Canara Robeco Mutual Fund
126686,INF760K01HC0,INF760K01HD8,CANARA ROBECO CORPORATE BOND FUND - DIRECT PLAN - IDCW (Payout/Reinvestment),12.2105,30-Aug-2024,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,Canara Robeco Mutual Fund
126687,INF760K01GY6,-,CANARA ROBECO CORPORATE BOND FUND - REGULAR PLAN - GROWTH OPTION,20.4465,30-Aug-2024,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,Canara Robeco Mutual Fund
126688,INF760K01GZ3,INF760K01HA4,CANARA ROBECO CORPORATE BOND FUND - REGULAR PLAN - IDCW (Payout/Reinvestment),11.4697,30-Aug-2024,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,Canara Robeco Mutual Fund
144646,INF740KA1KE8,-,DSP Corporate Bond Fund - Direct - Growth,15.1519,30-Aug-2024,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,DSP Mutual Fund
144647,INF740KA1KF5,INF740KA1KG3,DSP Corporate Bond Fund - Direct - IDCW,11.5287,30-Aug-2024,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,DSP Mutual Fund
144651,INF740KA1KH1,INF740KA1KI9,DSP Corporate Bond Fund - Direct - IDCW - Monthly,10.4824,30-Aug-2024,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,DSP Mutual Fund
144648,INF740KA1KJ7,INF740KA1KK5,DSP Corporate Bond Fund - Direct - IDCW - Quarterly,11.3654,30-Aug-2024,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,DSP Mutual Fund
144644,INF740KA1JX0,-,DSP Corporate Bond Fund - Regular - Growth,14.9244,30-Aug-2024,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,DSP Mutual Fund
144650,INF740KA1JY8,INF740KA1JZ5,DSP Corporate Bond Fund - Regular - IDCW,11.4954,30-Aug-2024,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,DSP Mutual Fund
144645,INF740KA1KA6,INF740KA1KB4,DSP Corporate Bond Fund - Regular - IDCW - Monthly,10.4614,30-Aug-2024,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,DSP Mutual Fund
144649,INF740KA1KC2,INF740KA1KD0,DSP Corporate Bond Fund - Regular - IDCW - Quarterly,10.7168,30-Aug-2024,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,DSP Mutual Fund
118569,INF090I01FW8,-,Franklin India Corporate Debt Fund - Direct - GROWTH,99.099,30-Aug-2024,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,Franklin Templeton Mutual Fund
100528,INF090I01DG6,-,Franklin India Corporate Debt Fund - Growth,91.9492,30-Aug-2024,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,Franklin Templeton Mutual Fund
100527,INF090I01DH4,INF090I01DI2,Franklin India Corporate Debt Fund - Plan A - Annual - IDCW,16.7037,30-Aug-2024,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,Franklin Templeton Mutual Fund
118570,INF090I01FX6,INF090I01FY4,Franklin India Corporate Debt Fund - Plan A - Direct - Annual - IDCW,18.7349,30-Aug-2024,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,Franklin Templeton Mutual Fund
118573,INF090I01FU2,INF090I01FV0,Franklin India Corporate Debt Fund - Plan A - Direct - Half yearly - IDCW,14.9412,30-Aug-2024,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,Franklin Templeton Mutual Fund
118571,INF090I01FQ0,INF090I01FR8,Franklin India Corporate Debt Fund - Plan A - Direct - Monthly - IDCW,16.7491,30-Aug-2024,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,Franklin Templeton Mutual Fund
118572,INF090I01FS6,INF090I01FT4,Franklin India Corporate Debt Fund - Plan A - Direct - Quarterly - IDCW,13.5855,30-Aug-2024,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,Franklin Templeton Mutual Fund
100531,INF090I01DN2,INF090I01DO0,Franklin India Corporate Debt Fund - Plan B - Half yearly - IDCW,12.8416,30-Aug-2024,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,Franklin Templeton Mutual Fund
100529,INF090I01DJ0,INF090I01DK8,Franklin India Corporate Debt Fund - Plan B - Monthly - IDCW,14.9632,30-Aug-2024,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,Franklin Templeton Mutual Fund
100530,INF090I01DL6,INF090I01DM4,Franklin India Corporate Debt Fund - Plan B - Quarterly - IDCW,11.994,30-Aug-2024,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,Franklin Templeton Mutual Fund
113070,INF179K01DC2,-,HDFC Corporate Bond Fund - Growth Option,30.3634,30-Aug-2024,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,HDFC Mutual Fund
118987,INF179K01XD8,-,HDFC Corporate Bond Fund - Growth Option - Direct Plan,30.9637,30-Aug-2024,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,HDFC Mutual Fund
132848,INF179KA1D33,INF179KA1D25,HDFC Corporate Bond Fund - IDCW Option,18.3811,30-Aug-2024,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,HDFC Mutual Fund
132849,INF179KA1D17,-,HDFC Corporate Bond Fund - IDCW Option - Direct Plan,18.9723,30-Aug-2024,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,HDFC Mutual Fund
113071,INF179K01DD0,INF179K01DE8,HDFC Corporate Bond Fund - Quarterly IDCW Option,10.4878,30-Aug-2024,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,HDFC Mutual Fund
118986,INF179K01XB2,INF179K01XC0,HDFC Corporate Bond Fund - Quarterly IDCW Option - Direct Plan,10.3253,30-Aug-2024,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,HDFC Mutual Fund
151000,INF917K01VZ8,INF917K01VY1,HSBC Corporate Bond Fund - Direct Annual IDCW,12.0502,30-Aug-2024,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,HSBC Mutual Fund
150996,INF917K01HN3,-,HSBC Corporate Bond Fund - Direct Growth,72.4262,30-Aug-2024,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,HSBC Mutual Fund
150998,INF917K01HP8,INF917K01HO1,HSBC Corporate Bond Fund - Direct Quarterly IDCW,11.4547,30-Aug-2024,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,HSBC Mutual Fund
150997,INF917K01HR4,INF917K01HQ6,HSBC Corporate Bond Fund - Direct Semi Annual IDCW,20.4393,30-Aug-2024,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,HSBC Mutual Fund
151001,INF917K01WB7,INF917K01WA9,HSBC Corporate Bond Fund - Regular Annual IDCW,11.8242,30-Aug-2024,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,HSBC Mutual Fund
150992,INF917K01AH0,-,HSBC Corporate Bond Fund - Regular Growth,68.1843,30-Aug-2024,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,HSBC Mutual Fund
150993,INF917K01AF4,INF917K01AG2,HSBC Corporate Bond Fund - Regular Quarterly IDCW,11.0729,30-Aug-2024,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,HSBC Mutual Fund
150994,INF917K01AI8,INF917K01AJ6,HSBC Corporate Bond Fund - Regular Semi Annual IDCW,17.1301,30-Aug-2024,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,HSBC Mutual Fund
150995,INF917K01AK4,-,HSBC Corporate Bond Fund -Regular Plan - Bonus,25.9001,30-Aug-2024,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,HSBC Mutual Fund
120692,INF109K016B1,-,ICICI Prudential Corporate Bond Fund - Direct Plan - Growth,29.1071,30-Aug-2024,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,ICICI Prudential Mutual Fund
120697,INF109K017B9,INF109K018B7,ICICI Prudential Corporate Bond Fund - Direct Plan - Monthly IDCW,10.2892,30-Aug-2024,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,ICICI Prudential Mutual Fund
120694,INF109K019B5,INF109K012C8,ICICI Prudential Corporate Bond Fund - Direct Plan - Quarterly IDCW,15.3315,30-Aug-2024,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,ICICI Prudential Mutual Fund
111987,INF109K01CQ1,-,ICICI Prudential Corporate Bond Fund - Growth,27.8402,30-Aug-2024,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,ICICI Prudential Mutual Fund
111991,INF109K01SK0,INF109K01CT5,ICICI Prudential Corporate Bond Fund - Monthly IDCW,10.443,30-Aug-2024,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,ICICI Prudential Mutual Fund
111992,INF109K01SN4,INF109K01SO2,ICICI Prudential Corporate Bond Fund -Quarterly IDCW,11.0873,30-Aug-2024,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,ICICI Prudential Mutual Fund
106179,INF205K01QX3,INF205K01QY1,Invesco India Corporate Bond Fund - Annual IDCW (Payout / Reinvestment),1830.6862,30-Aug-2024,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,Invesco Mutual Fund
120500,INF205K01RA9,INF205K01RB7,Invesco India Corporate Bond Fund - Direct Plan - Annual IDCW (Payout / Reinvestment),1258.5768,30-Aug-2024,Open Ended Schemes,Debt Scheme - Corporate Bond Fund,Invesco Mutual Fund
